"id","v1_id","restaurant_owner_id","francize_id","added_by","added_at","vendor_id","printer_id","suspend_operation","suspended_at","name","address","zip","city_id","province_id","phone","email","lat","lng","disabled_by","disabled_at","active","pending","coming_soon","vacation","vacation_start","vacation_stop","suspend_ordering","suspend_ordering_start","suspend_ordering_stop","restaurant_type_id","slug","price_range","app_or_printer","contract_fee","updated_at","updated_by"
1148,246,0,0,0,"2016-02-25 13:08:34",,,"0",,"Carlo's Pizza","60 Harmer Ave",,9,3,,,45.3968010,-75.7326965,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1149,247,0,0,0,"2016-02-25 13:08:34",,,"0",,"Roma Pizzeria","1 Rue Hobin Unit 5",,9,3,,,45.2645988,-75.9288025,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1150,248,0,0,0,"2016-02-25 13:08:34",,,"0",,"Milano","471 Hazeldean Rd",,4,3,,,45.2981987,-75.8887024,,,"n","n","n","n",,,"n",,,1,"",,"app",,,
1151,249,0,0,0,"2016-02-25 13:08:34",,,"0",,"Restaurant Basha","73, boul de la Gappe",,21,4,,,45.4654999,-75.7169037,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1152,251,0,0,0,"2016-02-25 13:08:34",,,"0",,"Lac Vien Vietnamese Restaurant","1580 Dundas St",,31,3,,,43.6136017,-79.5786972,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1153,,0,0,0,"2016-02-25 13:08:34",,,"0",,"Shogun Japanese Steak House & Sushi Bar","1671 Carling Ave",,11,3,,,45.3796997,-75.7492981,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1154,254,0,0,0,"2016-02-25 13:08:34",,,"0",,"Gio Pizza","1896 Prince of Wales Dr",,9,3,,,45.3539009,-75.7040024,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1155,255,0,0,0,"2016-02-25 13:08:34",,,"0",,"Centertown Donair & Pizza","422 Bronson Ave",,9,3,,,45.4086990,-75.7042007,,,"n","n","n","n",,,"n",,,1,"",,"app",,,
1156,256,0,0,0,"2016-02-25 13:08:34",,,"0",,"Shawarma De Roza","1896 Prince of Wales Dr",,9,3,,,45.3539009,-75.7040024,,,"n","n","n","n",,,"n",,,1,"",,"app",,,
1157,257,0,0,0,"2016-02-25 13:08:34",,,"0",,"Riverside Pizzeria","3679 Riverside Dr",,9,3,,,45.3434982,-75.6909027,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1158,258,0,0,0,"2016-02-25 13:08:34",,,"0",,"Sawa Sushi","250 Centrum Blvd",,9,3,,,45.4803009,-75.5106964,,,"n","n","n","n",,,"n",,,1,"",,"app",,,
1159,259,0,0,0,"2016-02-25 13:08:34",,,"0",,"Malone's Lakeside Bar & Grill(dropped)","1001 Queen Elizabeth Drive",,9,3,,,45.3963013,-75.7057037,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1160,260,0,0,0,"2016-02-25 13:08:34",,,"0",,"Buffalo Bill","1440 Rue de l'Eglise",,0,0,,,0.0000000,0.0000000,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1161,262,0,0,0,"2016-02-25 13:08:34",,,"0",,"Pho Dau Bo Restaurant - North York (dropped)","4-2437 Finch Ave W",,30,3,,,43.7503014,-79.5502014,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1162,263,0,0,0,"2016-02-25 13:08:34",,,"0",,"Planet Pizza","1009 Merivale Rd",,9,3,,,45.3793983,-75.7331009,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1163,264,0,0,0,"2016-02-25 13:08:34",,,"0",,"Pizza Bravo","108, boul Lorrain",,21,4,,,45.4949989,-75.6073990,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1164,265,0,0,0,"2016-02-25 13:08:34",,,"0",,"Pho Kinh Do Vietnamese Thai","650 Woodlawn Rd W",,33,3,,,43.5425987,-80.3076019,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1165,273,0,0,0,"2016-02-25 13:08:34",,,"0",,"Golden Bowl Restaurant","1598 Cyrville Rd","K1B 3L8",22,3,"(613) 744-2865","noemail@noemail.ca",45.4180984,-75.6106033,44,"2022-02-23 19:19:21","n","y","y","n",,,"n",,,3,"golden-bowl-restaurant",0,"app",,,
1166,274,0,0,0,"2016-02-25 13:08:34",,,"0",,"House of Greek (dropped)","1200 Prince of Wales",,9,3,,,45.3745003,-75.7086029,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1167,275,0,0,0,"2016-02-25 13:08:34",,,"0",,"Tony's Pizza","7772 Jeanne d'Arc Blvd",,9,3,,,45.4822998,-75.5276031,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1168,276,0,0,0,"2016-02-25 13:08:34",,,"0",,"Paradise Shawarma","1441 Ogilvie Rd.",,9,3,,,45.4315987,-75.6181030,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1169,277,0,0,0,"2016-02-25 13:08:34",,,"0",,"Pho Viet 24 (dropped)","3415 Dixie Rd Unit 4A",,31,3,,,43.6178017,-79.5951996,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1170,278,0,0,0,"2016-02-25 13:08:34",,,"0",,"Pho Lien Hung","1300 Finch Ave W",,30,3,,,43.7640991,-79.4897003,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1171,280,0,0,0,"2016-02-25 13:08:34",,,"0",0,"Pho Dau Bo Restaurant - Kitchener","685 Fischer Hallman Rd, Unit G","N2E-4E9",34,3,"(519) 576-9996","noemail@noemial.ca",43.4155998,-80.5108032,44,"2022-02-25 18:26:57","y","n","n","n",,,"n",,,4,"pho-dau-bo",0,"app",,,
1172,281,0,0,0,"2016-02-25 13:08:34",,,"0",,"Lorenzo's Pizzeria - Pinecrest (closed)","1105 Cobden Rd",,9,3,,,45.3521996,-75.7779007,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1173,283,0,0,0,"2016-02-25 13:08:34",,,"0",,"Porteree Pub & Restaurant (closed dropped)","583 College St.",,12,3,,,43.6553001,-79.4132996,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1174,284,0,0,0,"2016-02-25 13:08:34",,,"0",,"Miki's Pizzeria (Dropped)","26 Northside Rd",,9,3,,,45.3286018,-75.8167038,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1175,285,0,0,0,"2016-02-25 13:08:34",,,"0",,"Rosabella Pizza (dropped changed to yessen)","2895 Bank St",,9,3,,,45.3485985,-75.6268997,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1176,286,0,0,0,"2016-02-25 13:08:34",,,"0",,"Pho Xua","1768 St. Clair Ave W",,12,3,,,43.6739998,-79.4610977,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1177,287,0,0,0,"2016-02-25 13:08:34",,,"0",,"Basmati","373 Somerset St W",,9,3,,,45.4152985,-75.6967010,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1178,288,0,0,0,"2016-02-25 13:08:34",,,"0",,"Habaybna  (dropped)","1581 Bank Street",,9,3,,,45.3792000,-75.6676025,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1179,289,0,0,0,"2016-02-25 13:08:34",,,"0",,"Shawarma Rayan (DROPPED)","1611c Bank Street",,9,3,,,45.3782997,-75.6668015,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1180,290,0,0,0,"2016-02-25 13:08:34",,,"0",,"Nhu Lan (dropped)","1949 Finch Ave W. Unit C",,30,3,,,43.7615013,-79.4111023,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1181,291,0,0,0,"2016-02-25 13:08:34",,,"0",,"Shawarma Station","2446 Bank St",,9,3,,,45.3526001,-75.6468964,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1182,292,0,0,0,"2016-02-25 13:08:34",,,"0",,"Silk Road Kabob House - Kanata ( closed)","4055 Carling Ave Unit 3",,9,3,,,45.3381004,-75.9076996,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1183,293,0,0,0,"2016-02-25 13:08:34",,,"0",,"Ariana Kabab House(dropped)","2677 Alta Vista Road",,9,3,,,45.3727989,-75.6641998,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1184,294,0,0,0,"2016-02-25 13:08:34",,,"0",,"Hong Kong Chinese Food Takeout","800 Hunt Club Rd",,9,3,,,45.3443985,-75.6663971,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1185,295,0,0,0,"2016-02-25 13:08:34",,,"0",,"OpenRice Asian Fusion & Lounge","1755 St Laurent Blvd",,9,3,,,45.4048996,-75.6264038,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1186,,0,0,0,"2016-02-25 13:08:34",,,"0",,"King Wok","3891 Innes Rd",,10,3,,,45.4343987,-75.5586014,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1187,297,0,0,0,"2016-02-25 13:08:34",,,"0",,"Buffalo Bills Wings Laval","87 Boulevard des Laurentides",,57,4,,,45.5625000,-73.6834030,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1188,298,0,0,0,"2016-02-25 13:08:34",,,"0",,"Lac Vien Vietnamese Restaurant - Scarborough","2270 Markham Rd",,32,3,,,43.8110008,-79.2429962,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1189,299,0,0,0,"2016-02-25 13:08:34",,,"0",,"Lac Vien Vietnamese Restaurant","141 Cartwright Ave",,30,3,,,43.7211990,-79.4684982,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1190,300,0,0,0,"2016-02-25 13:08:34",,,"0",,"Toto Pizzeria Lachine(DROPPED)","1380 Notre Dame",,36,4,,,45.4348984,-73.6753998,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1191,303,0,0,0,"2016-02-25 13:08:34",,,"0",,"Colonnade City Pizza","2564 St. Joseph Blvd",,10,3,,,45.4706001,-75.5257034,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1192,,0,0,0,"2016-02-25 13:08:34",,,"0",,"Hockey Sushi ","4055 Carling Ave",,4,3,,,45.3381004,-75.9076996,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1193,305,0,0,0,"2016-02-25 13:08:34",,,"0",,"Urban Turban","591 March Rd",,4,3,,,45.3475990,-75.9233017,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1194,306,0,0,0,"2016-02-25 13:08:34",,,"0",,"Winner House","1 Tartan Drive",,0,0,,,0.0000000,0.0000000,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1195,307,0,0,0,"2016-02-25 13:08:34",,,"0",,"La Shish (dropped)","1383 Clyde Ave",,9,3,,,45.3596001,-75.7384033,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1196,308,0,0,0,"2016-02-25 13:08:34",,,"0",,"Gloria's Pizza","1588 Walkley Rd",,9,3,,,45.3769989,-75.6470032,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1197,310,0,0,0,"2016-02-25 13:08:34",,,"0",,"Pho Com Vietnam (moved dropped)","1991-A Finch Ave W",,12,3,,,43.7570000,-79.5196991,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1198,311,0,0,0,"2016-02-25 13:08:34",,,"0",,"Hao Sushi (On Hold)","1580 Merivale Rd",,9,3,,,45.3512993,-75.7344971,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1199,312,0,0,0,"2016-02-25 13:08:34",,,"0",,"Lucky King Take Out","1134 Cadboro Rd","K1J 9K4",9,3,"(613) 564-9888","noemail@noemail.ca",45.4309998,-75.6211014,44,"2022-02-23 19:53:03","n","y","y","n",,,"n",,,3,"lucky-king",0,"app",,,
1200,313,0,0,0,"2016-02-25 13:08:34",,,"0",,"Indian Biriyani House","1589 Bank St",,9,3,,,45.3787994,-75.6675034,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1201,314,0,0,0,"2016-02-25 13:08:34",,,"0",,"Brother Wu","1060 St Laurent Blvd",,9,3,,,45.4268990,-75.6389008,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1202,315,0,0,0,"2016-02-25 13:08:34",,,"0",,"Jwaya (DROPPED)","5831 Boul. Monk",,20,4,,,45.4599991,-73.5967026,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1203,,0,0,0,"2016-02-25 13:08:34",,,"0",,"Red Chili Garden","178 McArthur Ave",,9,3,,,45.4310989,-75.6626968,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1204,317,0,0,0,"2016-02-25 13:08:34",,,"0",,"Pho Orchid","124 Chestnut St",,12,3,,,43.6551018,-79.3861008,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1205,318,0,0,0,"2016-02-25 13:08:34",,,"0",,"Indian Punjabi Clay Oven","6-4055 Carling Ave.","K2K-2A4",4,3,"(613) 963-0625","no@no.ca",45.3381004,-75.9076996,44,"2022-03-14 17:51:05","n","y","y","n",,,"n",,,2,"indian-punjabi-clay-oven",0,"app",,,
1206,319,0,0,0,"2016-02-25 13:08:34",,,"0",,"Al-Amine (DROPPED)","3549 Av Lacombe",,20,4,,,45.4971008,-73.6231003,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1207,320,0,0,0,"2016-02-25 13:08:34",,,"0",,"Metro Pizza (dropped)","4886 Boul. Saint Charles",,38,4,,,45.4668007,-73.8744965,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1208,321,0,0,0,"2016-02-25 13:08:34",,,"0",,"Forno's Pizzeria (Dropped)","683 Bronson Ave",,9,3,,,45.4021988,-75.7003021,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1209,322,0,0,0,"2016-02-25 13:08:34",,,"0",,"Eastern City Restaurant (sold)","2701 St Joseph Boul",,9,3,,,45.4720001,-75.5231018,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1210,323,0,0,0,"2016-02-25 13:08:34",,,"0",,"Vietnamese Noodle House","121 Preston St",,9,3,,,45.4082985,-75.7142029,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1211,,0,0,0,"2016-02-25 13:08:34",,,"0",,"Zeewan Eatery","2916 Carling Ave",,9,3,,,45.3567009,-75.8010025,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1212,325,0,0,0,"2016-02-25 13:08:34",,,"0",,"Pavarazzi","491 Somerset St W",,9,3,,,45.4138985,-75.7003021,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1213,,0,0,0,"2016-02-25 13:08:34",,,"0",,"Al's Diner","834 Clyde Ave",,9,3,,,45.3778000,-75.7494965,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1214,327,0,0,0,"2016-02-25 13:08:34",,,"0",,"Lai Lai Chinese Food","449 McArthur Ave",,9,3,,,45.4325981,-75.6444016,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1215,328,0,0,0,"2016-02-25 13:08:34",,,"0",,"Milano","5925 Perth St.",,37,3,,,45.1935997,-75.8395996,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1216,329,0,0,0,"2016-02-25 13:08:34",,,"0",,"Jardin Thai ( dropped)","270, boul Labelle",,41,4,,,45.6273003,-73.8075027,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1217,330,0,0,0,"2016-02-25 13:08:34",,,"0",,"Pizza Dorval Express (dropped)","208, ave Dorval",,39,4,,,45.4417992,-73.7403030,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1218,331,0,0,0,"2016-02-25 13:08:34",,,"0",,"test","",,0,0,,,0.0000000,0.0000000,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1219,332,0,0,0,"2016-02-25 13:08:34",,,"0",,"Silk Road Kabob House","1021 Cyrville Rd",,9,3,,,45.4257011,-75.6380005,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1220,333,0,0,0,"2016-02-25 13:08:34",,,"0",,"Chez Antonio Restaurant(sold now chez villa)","30, rue de Valcourt, unité 30",,21,4,,,45.4924011,-75.7074966,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1221,334,0,0,0,"2016-02-25 13:08:34",,,"0",,"Colonnade Pizza","461 Hazeldean Rd",,4,3,,,45.2994995,-75.8865967,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1222,335,0,0,0,"2016-02-25 13:08:34",,,"0",,"Aahar The Taste of India","727 Churchill Ave",,9,3,,,45.3810997,-75.7470016,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1223,336,0,0,0,"2016-02-25 13:08:34",,,"0",,"Wing Wah Take Out & Delivery (closed)","261 Centrepointe Dr",,9,3,,,45.3390999,-75.7711029,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1224,337,0,0,0,"2016-02-25 13:08:34",,,"0",,"Pho Bo Ga King - Somerset","778 Somerset St W",,9,3,,,45.4099007,-75.7097015,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1225,339,0,0,0,"2016-02-25 13:08:34",,,"0",,"El-Indio Inc (CLOSED)","1 Rideaucrest Drive",,17,3,,,45.2848015,-75.7225037,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1226,340,0,0,0,"2016-02-25 13:08:34",,,"0",,"Cheezy Pizza & Pasta","111 Albert St",,9,3,,,45.4215012,-75.6971970,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1227,341,0,0,0,"2016-02-25 13:08:34",,,"0",,"Tandoori Fusion","2130 Robertson Rd",,9,3,,,45.3213005,-75.8351974,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1228,342,0,0,0,"2016-02-25 13:08:34",,,"0",,"Chez Raffino (DROPPED)","4742, ch de la Cote-des-Neiges",,20,4,,,45.4956017,-73.6107025,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1229,343,0,0,0,"2016-02-25 13:08:34",,,"0",,"Du Barry Restaurant (CLOSED)","343, boul Greber",,21,4,,,45.4788017,-75.7009964,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1230,344,0,0,0,"2016-02-25 13:08:34",,,"0",,"Mont Liban Bakery & Shawarma","351 Montreal Rd",,18,3,,,45.4380989,-75.6559982,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1231,345,0,0,0,"2016-02-25 13:08:34",,,"0",,"Maximo's Pizza & Donair (dropped sold )","11729 Jasper Ave",,40,11,,,53.5407982,-113.5240021,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1232,346,0,0,0,"2016-02-25 13:08:34",,,"0",,"Papa Pizza - Gatineau Est","257, boul Maloney",,21,4,,,45.4845009,-75.6466980,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1233,347,0,0,0,"2016-02-25 13:08:34",,,"0",,"Buffalo Bill Wings Montreal","5248 ch Queen Mary",,20,4,,,45.5625000,-73.6832962,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1234,348,0,0,0,"2016-02-25 13:08:34",,,"0",,"Buffalo Bill","232 Rue Jean Talon Ouest",,20,4,,,45.5625000,-73.6832962,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1235,349,0,0,0,"2016-02-25 13:08:34",,,"0",,"Pizz'Ami (dropped)","2266, ch de Chambly",,44,4,,,45.5262985,-73.4741974,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1236,350,0,0,0,"2016-02-25 13:08:34",,,"0",,"Erman Pizza","3628, av des Églises ",,42,4,,,46.7181015,-71.2683029,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1237,351,0,0,0,"2016-02-25 13:08:34",,,"0",,"Roma Pizza and Donair (DROPPED)","11819 40 Ave NW",,0,0,,,53.4762001,-113.5380020,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1238,352,0,0,0,"2016-02-25 13:08:34",,,"0",,"Poukham Thai Cuisine ( closed )","110 rue Eddy",,21,4,,,45.4285011,-75.7201004,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1239,353,0,0,0,"2016-02-25 13:08:34",,,"0",,"Pizza Test","123 rue Saint Pas-Vrais",,43,4,,,45.6991997,-73.8118973,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1240,354,0,0,0,"2016-02-25 13:08:34",,,"0",,"Istanbouli Shawarma House","81 Holland Ave",,9,3,,,45.4010010,-75.7324982,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1241,355,0,0,0,"2016-02-25 13:08:34",,,"0",,"Willy's Pizza (DROPPED)","1315 Richmond Road",,9,3,,,45.3680000,-75.7860031,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1242,356,0,0,0,"2016-02-25 13:08:34",,,"0",,"Pizza Welat (DROPPED)","2182 Marie-Victorin",,19,4,,,46.7779999,-71.2601013,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1243,357,0,0,0,"2016-02-25 13:08:34",,,"0",,"Lees Greek & Pizza","106 - 180 Lees Ave",,9,3,,,45.4155006,-75.6712036,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1244,358,0,0,0,"2016-02-25 13:08:34",,,"0",,"Greco on Bank","212 Bank St",,9,3,,,45.4170990,-75.6979980,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1245,359,0,0,0,"2016-02-25 13:08:34",,,"0",,"Pho Tien Phat (dropped)","2133 Jane St",,30,3,,,43.7197990,-79.5083008,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1246,360,0,0,0,"2016-02-25 13:08:34",,,"0",,"Carlsbad Pizza (dropped)","6500 Russell Rd",,67,3,,,45.3692017,-75.4559021,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1247,361,0,0,0,"2016-02-25 13:08:34",,,"0",,"Express Asian Food (Changed to A Plus sushi)","202 Bank St",,9,3,,,45.4175987,-75.6983032,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1248,362,0,0,0,"2016-02-25 13:08:34",,,"0",,"2 for 1 Pizza","320 Bank St",,9,3,,,45.4143982,-75.6957016,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1249,364,0,0,0,"2016-02-25 13:08:34",,,"0",,"La Famiglia Pizza","1555 O'Connor Dr",,12,3,,,43.7150993,-79.3051987,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1250,365,0,0,0,"2016-02-25 13:08:34",,,"0",,"Dana's Indian Cuisine","101 - 340 Queen St ",,9,3,,,45.4184990,-75.7053986,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1251,366,0,0,0,"2016-02-25 13:08:34",,,"0",,"Old Man Pizza (DROPPED) ","223 Jameson Ave. ",,12,3,,,43.6403999,-79.4372025,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1252,367,0,0,0,"2016-02-25 13:08:34",,,"0",,"Willy's Pizza","3023 Cedarview Rd",,17,3,,,45.2659988,-75.7714005,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1253,368,0,0,0,"2016-02-25 13:08:34",,,"0",,"Restaurant Da Gunes (DROPPED)","233, boul. St-Anne",,19,4,,,45.8503990,-73.4947968,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1254,369,0,0,0,"2016-02-25 13:08:34",,,"0",,"Tandoori Raj (DROPPED)","689 E65th Avenue ",,46,8,,,49.2120018,-123.0920029,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1255,370,0,0,0,"2016-02-25 13:08:34",,,"0",,"Pizza Crave (DROPPED)","244, 70 Shawville Blvd",,9,3,,,45.4215012,-75.6971970,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1256,,0,0,0,"2016-02-25 13:08:34",,,"0",,"Ceylonta - Somerset","403 Somerset St W",,9,3,,,45.4150009,-75.6977005,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1257,372,0,0,0,"2016-02-25 13:08:34",,,"0",,"Bar Burrito Downtown (HOLD)","176 Rideau St",,9,3,,,45.4272003,-75.6893997,,,"n","n","n","n",,,"n",,,1,"",,"app",,,
1258,373,0,0,0,"2016-02-25 13:08:34",,,"0",,"Ever Afters","319 Rideau St",,9,3,,,45.4292984,-75.6847992,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1259,374,0,0,0,"2016-02-25 13:08:34",,,"0",,"New Mukut Restaurant Indian Cuisine","1968 Portobello Blvd",,10,3,,,45.4669991,-75.4667969,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1260,375,0,0,0,"2016-02-25 13:08:34",,,"0",,"Pita Pizza plus Kebob King ( Replaced)","291 Queen Mary St",,9,3,,,45.4252014,-75.6521988,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1261,376,0,0,0,"2016-02-25 13:08:34",,,"0",,"Bangkok Thai Garden","370 Dalhousie St",,9,3,,,45.4275017,-75.6900024,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1262,,0,0,0,"2016-02-25 13:08:34",,,"0",,"Pho by Night - Sweet Art","309 Dalhousie St",,9,3,,,45.4291992,-75.6913986,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1263,,0,0,0,"2016-02-25 13:08:34",,,"0",,"Angelo's","303 St-Patrick St",,9,3,,,45.4317017,-75.6912994,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1264,379,0,0,0,"2016-02-25 13:08:34",,,"0",,"Aunty Rosa (closed)","1025, boul du Seminaire N",,47,4,,,45.3372993,-73.2677002,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1265,380,0,0,0,"2016-02-25 13:08:34",,,"0",,"Tassot Creole","3005, boul Taschereau",,48,4,,,45.4982986,-73.4858017,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1266,383,0,0,0,"2016-02-25 13:08:34",,,"0",,"Beneci Pizza","4 Lorry Greenberg Dr",,9,3,,,45.3698006,-75.6211014,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1267,384,0,0,0,"2016-02-25 13:08:34",,,"0",,"Stuffed Burgers & Pizza","912 St Laurent Blvd",,9,3,,,45.4313011,-75.6414032,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1268,385,0,0,0,"2016-02-25 13:08:34",,,"0",,"Pasta Tutti Giorni (dropped)","",,19,4,,,52.9398994,-73.5491028,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1269,386,0,0,0,"2016-02-25 13:08:34",,,"0",,"Wontonmama (CLOSED)","109 Clarence St",,9,3,,,45.4295998,-75.6918030,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1270,387,0,0,0,"2016-02-25 13:08:34",,,"0",,"Orchid Sushi","445 Laurier Ave W","K1R 0A2",9,3,"(613) 695-5588","noemail@noemail.ca",45.4169006,-75.7034988,44,"2022-02-17 17:29:57","n","y","y","n",,,"n",,,4,"orchid-sushi",0,"app",,,
1271,389,0,0,0,"2016-02-25 13:08:34",,,"0",,"Pizzéria Parenteau PJ","2630, rue Dessaulles",,50,4,,,45.6221008,-72.9564972,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1272,391,0,0,0,"2016-02-25 13:08:34",,,"0",,"Restaurant Mario's","157, rue Saint-Jacques",,47,4,,,45.3060989,-73.2561035,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1273,,0,0,0,"2016-02-25 13:08:34",,,"0",,"Le Tandoor","1555, boul Provencher","J4W 1Z3",52,4,"(450) 672-6112","no@no.ca",45.4733009,-73.4748001,44,"2022-03-22 16:47:52","n","y","y","n",,,"n",,,,"le-tandoor",0,"app",,,
1274,394,0,0,0,"2016-02-25 13:08:34",,,"0",,"La Rumeur","3140, ch de Chambly",,44,4,,,45.5368996,-73.5106964,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1275,395,0,0,0,"2016-02-25 13:08:34",,,"0",,"Le palais des sous marins et pizza","2860, rue de lyon",,44,4,,,45.5144005,-73.4634018,,,"n","n","n","n",,,"n",,,,"",,"app",,,
1276,396,0,0,0,"2016-02-25 13:08:34",,,"0",,"Milano","50 Main Street S",,55,3,,,45.3092003,-74.6352005,,,"n","n","n","n",,,"n",,,,"",,"app",,,
