id,deliveryRadius,multipleDeliveryArea,sendToDelivery,sendToDailyDelivery,sendToGeodispatch,geodispatch_username,geodispatch_password,geodispatch_api_key,sendToDelivery_email,restaurant_delivery_charge,tookan_delivery,tookan_tags,tookan_restaurant_email,tookan_delivery_as_pickup,weDeliver,weDeliver_driver_notes,weDeliverEmail,deliveryServiceExtra,use_delivery_areas,delivery_restaurant_id,max_delivery_distance,disable_delivery_until,twilio_call
502,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
504,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
505,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
506,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
507,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
508,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
509,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,n
510,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
511,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,y
512,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
513,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
514,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
515,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
516,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
517,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
518,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
519,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
520,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
521,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
523,0,Y,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,n
524,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
525,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
527,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
528,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
529,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
530,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
531,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
532,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
533,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
534,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
535,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
537,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
538,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
539,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
540,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
541,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,y
542,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
543,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
544,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
545,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
546,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
547,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
548,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
549,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
550,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,n
551,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
552,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
553,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
554,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
557,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
558,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
559,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
560,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
562,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
563,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
564,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
565,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
566,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
567,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
569,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
571,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
572,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,n
573,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
575,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
576,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
577,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
578,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
579,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,n
580,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
581,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
582,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
583,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
584,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
585,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,n
586,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
587,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
588,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
589,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
590,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
591,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
592,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
593,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
594,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
595,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
596,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
597,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
599,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
600,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,y
601,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
602,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
603,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
604,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
606,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
607,0,N,y,N,N,,,,"toyourhomedeliveries@outlook.com,mattmenuottawa2@gmail.com",0.00,n,,,n,n,,,0.00,y,,,,n
608,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
609,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
611,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
612,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
613,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
614,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
615,0,N,y,N,N,,,,"toyourhomedeliveries@outlook.com,mattmenuottawa2@gmail.com",0.00,n,,,n,n,,,0.00,y,,,,n
616,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
618,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
620,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
623,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
624,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
626,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
627,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
628,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
629,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
630,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
631,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
633,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
635,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,n
636,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
637,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
638,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
639,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
642,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
643,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
644,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
645,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
646,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
649,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,n
650,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
651,0,Y,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,y
652,0,N,n,N,N,,,,"Deliveryzonecanada@gmail.com,mattmenuottawa2@gmail.com",,n,,,n,n,,,0.00,y,,,,n
654,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
656,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
657,0,Y,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,y
659,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
660,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
661,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
662,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
663,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
664,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
665,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
666,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
668,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
669,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,y
670,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
671,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
672,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
673,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
683,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
684,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
686,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,y
687,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
688,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
692,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
694,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
695,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
696,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
697,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
698,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
699,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
700,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
701,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
703,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
704,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
705,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
706,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
707,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
708,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,n,431,8,,n
709,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
710,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
711,0,Y,n,N,N,,,,,0.00,n,onlinealcohol,beerman@beerman.com,y,n,,,0.00,y,,,,y
712,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
713,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
714,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
715,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
716,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
717,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
718,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
719,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
721,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
722,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
724,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
726,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,n
727,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
728,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
729,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
730,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
732,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
733,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
734,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
735,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,n
736,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
737,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
738,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
739,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
746,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
748,0,N,y,N,N,,,,"toyourhomedeliveries@outlook.com,mattmenuottawa2@gmail.com",0.00,n,,,n,n,,,0.00,y,,,,n
749,0,N,y,N,N,,,,"menuottawa@geodispatch.ca,mattmenuottawa@gmail.com,matt@pmrd.net,marc@deliverydirect.ca",,n,,,n,n,,,0.00,y,,,,n
750,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,n,279,8,,n
752,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
753,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
754,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
756,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
757,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,n
758,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
759,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
760,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,n,272,8,,n
761,0,N,y,N,N,vincent.gobuyan@gmail.com,green101,4b13f4702e1689437bfa,"weegoca@gmail.com,mattmenuottawa@gmail.com",2.00,n,,,n,n,,,0.00,y,,,,n
762,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
763,0,Y,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,y
764,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
766,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
767,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
768,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
769,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
770,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
771,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
772,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
773,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
774,0,N,y,N,N,,,,"menuottawa@geodispatch.ca,mattmenuottawa@gmail.com,marc@deliverydirect.ca",,n,,,n,n,,,0.00,y,,,,n
775,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
776,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
777,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,n
778,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
780,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
781,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
782,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
783,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
784,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
785,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,y
786,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
787,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
788,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
789,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
790,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
791,0,Y,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,n
792,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
793,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
794,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
795,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,n
796,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
797,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
798,0,N,y,N,N,,,,matt@pmrd.net,,n,,,n,n,,,0.00,y,,,,n
799,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
800,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
802,0,N,n,N,N,fido_issa@hotmail.com,andalos101,8ffc353d4e0b7d16a369,"toyourhomedeliveries@outlook.com,mattmenuottawa2@gmail.com",3.50,n,,,n,n,,,0.00,y,,,,n
803,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
804,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,n
805,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
806,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
807,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
808,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
809,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
810,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
811,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
812,0,N,y,N,N,,,,toyourhomedeliveries@outlook.com,,n,,,n,n,,,0.00,y,,,,n
813,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
815,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
816,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
817,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
818,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
819,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,n,96,8,,n
820,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
821,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
822,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
824,0,Y,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,y
825,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
826,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
827,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
828,0,N,y,N,N,phovanvan127,phovanvan127,,"marc@deliverydirect.ca,mattmenuottawa@gmail.com",,n,,,n,n,,,0.00,y,,,,n
829,0,N,y,N,N,,,,"menuottawa@geodispatch.ca,mattmenuottawa@gmail.com",,n,,,n,n,,,0.00,y,,,,n
830,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
831,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
832,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
833,0,Y,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,y
834,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
835,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
836,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
838,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
839,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
840,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
841,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,n
842,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,n
843,0,N,n,N,N,graceabide@hotmail.com,grace101,1ef7be72b37bec3d6667,"Deliveryzonecanada@gmail.com,mattmenuottawa2@gmail.com",3.50,n,,,n,n,,,0.00,y,,,,n
844,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
847,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
848,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
849,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
850,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,y
851,0,N,y,N,N,mybackground1980@gmail.com,euro101,98fddf18854739f5ab11,"Deliveryzonecanada@gmail.com,mattmenuottawa2@gmail.com",3.50,n,,,n,n,,,0.00,n,361,8,,y
852,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
853,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
854,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
855,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
856,0,Y,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,y
857,0,N,n,N,N,,,,stefan@menu.ca,,n,,,n,n,,,0.00,y,,,,n
859,0,N,y,N,N,,,,"menuottawa@geodispatch.ca,mattmenuottawa@gmail.com,marc@deliverydirect.ca",,n,,,n,n,,,0.00,y,,,,n
860,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
861,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,y
862,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
863,0,Y,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,y
864,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
865,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
866,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
868,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
869,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,y
870,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
871,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
872,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
873,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
874,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
875,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
876,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,n
877,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
878,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,y
879,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,y
880,0,N,n,N,N,,,,"Deliveryzonecanada@gmail.com,mattmenuottawa2@gmail.com",,n,,,n,n,,,0.00,y,,,,n
882,0,Y,y,N,N,shawarma464,shawarma464,,"mrmarcflamini@gmail.com,mattmenuottawa2@gmail.com",,n,,,n,n,,,0.00,y,,,,n
883,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
884,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
885,0,N,y,N,N,,,,"Deliveryzonecanada@gmail.com,mattmenuottawa2@gmail.com",0.00,n,,,n,n,,,0.00,y,,,,n
886,0,N,y,N,N,sulawok184,sulawok184,,"marc@deliverydirect.ca,mattmenuottawa2@gmail.com",,n,,,n,n,,,0.00,y,,,,n
887,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,n
888,0,N,y,N,N,,,,"deliveryzonecanada@gmail.com,mattmenuottawa2@gmail.com",0.00,n,,,n,n,,,0.00,y,,,,n
889,0,Y,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,y
891,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
892,0,N,y,N,N,,,,"deliveryzonecanada@gmail.com,mattmenuottawa2@gmail.com",0.00,n,,,n,n,,,0.00,n,230,8,,y
893,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
894,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,y
895,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,n
896,0,N,y,N,N,,,,"toyourhomedeliveries@outlook.com,mattmenuottawa2@gmail.com",0.00,n,,,n,n,,,0.00,y,,,,n
897,0,N,n,N,N,,,,"Deliveryzonecanada@gmail.com,mattmenuottawa2@gmail.com",0.00,n,,,n,n,,,0.00,y,,,,n
898,0,Y,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,n
899,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
900,0,N,y,N,N,,,,"toyourhomedeliveries@outlook.com,mattmenuottawa2@gmail.com",0.00,n,,,n,n,,,0.00,y,,,,n
