"id","restaurant_id","language_id","global_course_id","name","description","display_order","available_for","time_period","enabled","added_by","added_at","disabled_by","disabled_at"
294,1615,1,,"Submarines","All subs are garnished with cheese, tomatoes, pickles, lettuce & garlic sauce, except pizza & meatball.",5,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-10 17:53:37",,
295,1615,1,,"Seafood","",6,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-10 17:53:42",,
296,1615,1,,"Desserts","",16,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-10 17:53:47",,
297,1615,1,,"Pizza","",2,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-10 17:53:54",,
298,1615,1,,"Sandwiches","",7,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-10 17:54:04",,
299,1615,1,,"Italian Food","Served with Garlic Bread.",8,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-10 17:54:15",,
300,1615,1,,"Chicken","",9,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-10 17:54:23",,
301,1615,1,,"Pita Sandwiches","",10,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-10 17:54:29",,
302,1615,1,,"Combos","",11,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-10 17:54:33",,
303,1615,1,,"Mexican Food","",12,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-10 17:54:40",,
304,1615,1,,"Donair","All above sandwiches are served with lettuce, tomatoes, pickles and garlic or sweet & sour sauce. All platters served with fries & coleslaw.",13,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-10 17:54:44",,
305,1615,1,,"Souvlaki & Brochette","Marinated brochettes served with fried mushrooms, green peppers & onions. All specialty platters are served with rice, Greek salad, Greek potatoes, tzatziki sauce & lemon.",14,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-10 17:54:55",,
306,1615,1,,"Daily Specials","",1,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",40,"2022-01-10 20:35:53",,
307,1616,1,14,"Platters","All platters are served with fries and coleslaw.",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-11 17:27:27",,
308,1616,1,0,"Italian","All pasta dinners are served with garlic bread.",,,,"y",44,"2022-01-11 17:27:27",,
309,1616,1,0,"Nachos","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-11 17:27:27",,
310,1616,1,0,"Wraps","Wrap platters are served with fries and coleslaw.",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-11 17:27:27",,
311,1616,1,1,"Appetizers","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-11 17:27:27",,
312,1616,1,16,"Desserts","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-11 17:27:27",,
313,1616,1,17,"Drinks","",,,,"y",44,"2022-01-11 17:27:27",,
314,1616,1,4,"Salads","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-11 17:27:27",,
315,1616,1,2,"Wings","Fresh not frozen wings. Best in the city!",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-11 17:27:27",,
316,1616,1,,"Subs","All of our subs are oven toasted!",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-11 18:46:27",,
317,1616,1,,"Pizza","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-11 19:09:54",,
318,1615,1,,"Curs de test","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"n",40,"2022-01-12 16:38:29",40,"2022-01-21 11:39:02"
319,1617,1,0,"Vegetables","",,,,"y",44,"2022-01-13 17:37:58",,
320,1617,1,0,"Tofu","",,,,"y",44,"2022-01-13 17:37:58",,
321,1617,1,0,"Seafood","",,,,"y",44,"2022-01-13 17:37:58",,
322,1617,1,0,"Pork","",,,,"y",44,"2022-01-13 17:37:58",,
323,1617,1,0,"Chicken","",,,,"y",44,"2022-01-13 17:37:58",,
324,1617,1,0,"Beef","",,,,"y",44,"2022-01-13 17:37:58",,
325,1617,1,0,"Noodles","",,,,"y",44,"2022-01-13 17:37:58",,
326,1617,1,0,"Egg Foo Young","",,,,"y",44,"2022-01-13 17:37:58",,
327,1617,1,0,"Fried Rice","",,,,"y",44,"2022-01-13 17:37:58",,
328,1617,1,0,"Miscellaneous","",,,,"y",44,"2022-01-13 17:37:58",,
329,1617,1,0,"Soups","",,,,"y",44,"2022-01-13 17:37:58",,
330,1617,1,0,"Special Family Dinners","",,,,"y",44,"2022-01-13 17:37:58",,
331,1617,1,0,"Combination Plates","",,,,"y",44,"2022-01-13 17:37:58",,
332,1292,1,0,"Flat Noodle","Rice noodles.",,,,"y",44,"2022-01-13 22:17:44",,
333,1292,1,0,"Special Lo Mein","Soft egg noodles.",,,,"y",44,"2022-01-13 22:17:44",,
334,1292,1,0,"Chow Mein and Chop Suey","Served with dried noodles and bean sprouts.",,,,"y",44,"2022-01-13 22:17:44",,
335,1292,1,0,"Soup","Served with dried noodles.",,,,"y",44,"2022-01-13 22:17:44",,
336,1292,1,0,"Appetizers","",,,,"y",44,"2022-01-13 22:17:44",,
337,1292,1,0,"Seafood","",,,,"y",44,"2022-01-13 22:17:44",,
338,1292,1,0,"Curry","With celery, onion, carrot and pepper.",,,,"y",44,"2022-01-13 22:17:44",,
339,1292,1,0,"Sweet and Sour","",,,,"y",44,"2022-01-13 22:17:44",,
340,1292,1,0,"Egg Foo Young","Oriental omelet.",,,,"y",44,"2022-01-13 22:17:44",,
341,1292,1,0,"Rice","",,,,"y",44,"2022-01-13 22:17:44",,
342,1292,1,0,"Pad Thai","Gluten free rice noodles with bean sprouts and egg.",,,,"y",44,"2022-01-13 22:17:44",,
343,1292,1,0,"Vegetarian Delight","",,,,"y",44,"2022-01-13 22:17:44",,
344,1292,1,0,"Chicken","",,,,"y",44,"2022-01-13 22:17:44",,
345,1292,1,0,"Beef or Pork","",,,,"y",44,"2022-01-13 22:17:44",,
346,1292,1,0,"Chicken Wings","",,,,"y",44,"2022-01-13 22:17:44",,
347,1292,1,0,"Cantonese Specialties","",,,,"y",44,"2022-01-13 22:17:44",,
348,1292,1,0,"Szechuan Specialties","",,,,"y",44,"2022-01-13 22:17:44",,
349,1292,1,0,"Combination Plates","",,,,"y",44,"2022-01-13 22:17:44",,
350,1292,1,0,"Special Family Dinners","",,,,"y",44,"2022-01-13 22:17:44",,
351,1076,1,,"Combination Plates","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-17 17:28:44",,
352,1076,1,,"Family Dinners","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-17 17:28:52",,
353,1076,1,,"Family Dinners Spicy Szechuan Style","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-17 17:40:33",,
354,1076,1,,"Soups","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-17 17:40:37",,
355,1076,1,,"Chop Suey and Chow Mein","Made with fresh bean sprouts, celery, onions and carrots.",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-17 17:40:49",,
356,1076,1,,"Fried Rice","We use quality long grain rice, steamed and then washed to rid of all surface starch. Wok fried to perfection.",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-17 17:40:53",,
357,1076,1,,"Fried Rice","",,"{\""1\"": \""n\"", \""2\"": \""n\""}",,"y",44,"2022-01-17 17:40:56",,
358,1076,1,,"Beef","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-17 17:40:59",,
359,1076,1,,"Pork and Spare Ribs","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-17 17:41:06",,
360,1076,1,,"Seafood","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-17 17:41:09",,
361,1076,1,,"Vegetables","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-17 17:41:14",,
362,1076,1,,"Specialty Noodles","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-17 17:41:19",,
363,1076,1,,"Mo She","Served with four homemade pancakes, shredded vegetables and meat stir fry in high heat into an aromatic filling for thin pancakes garnished with hoisin sauce.",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-17 17:41:23",,
364,1076,1,,"Egg Foo Young","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-17 17:41:28",,
365,1076,1,,"Side Orders","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-17 17:41:41",,
366,1618,1,0,"Yorgo Pizza","",4,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-20 17:30:05",,
367,1618,1,0,"Garlic Bread","",16,,,"y",44,"2022-01-20 17:30:05",,
368,1618,1,0,"Side Orders","",13,,,"y",44,"2022-01-20 17:30:05",,
369,1618,1,4,"Salads","Every salad comes with a side of our famous dressing.",11,,,"y",44,"2022-01-20 17:30:05",,
370,1618,1,10,"Poutine","Poutine comes with St. Albert cheese curds.",12,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-20 17:30:05",,
371,1618,1,0,"Seafood","",10,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-20 17:30:05",,
372,1618,1,0,"Munchies","",15,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-20 17:30:05",,
373,1618,1,0,"Extras","",14,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-20 17:30:05",,
374,1618,1,7,"Hot Subs","",8,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-20 17:30:05",,
375,1618,1,16,"Desserts","",17,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-20 17:30:05",,
376,1618,1,17,"Drinks","",18,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-20 17:30:05",,
377,1618,1,2,"Wings","Try our amazing breaded wings!",9,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-20 17:30:05",,
378,1618,1,,"Specialty Platters","All platters come with our famous rice pilaf, roasted potatoes, Greek salad and tzatziki.",6,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-20 18:18:52",,
379,1618,1,,"Souvlaki Platters","All platters come with our famous rice pilaf, roasted potatoes, Greek salad and tzatziki.",5,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-20 18:19:07",,
380,1618,1,,"Pita Wraps","",7,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-20 18:19:24",,
381,1618,1,,"Pizza and Wings Special","",2,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-21 16:24:22",,
382,1618,1,,"Yorgo's Daily Specials","",1,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-21 16:47:40",,
383,1615,1,,"Twin Pizza Deals","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-21 16:53:32",,
384,1618,1,,"Twin Pizza Deals","",3,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-21 16:55:45",,
385,1619,1,0,"Side Orders","",,,,"y",44,"2022-01-24 18:41:35",,
386,1619,1,0,"Chicken","",,,,"y",44,"2022-01-24 18:41:35",,
387,1619,1,0,"Subs","All subs except meatball include cheese, tomatoes, pickles, onions and lettuce.",,,,"y",44,"2022-01-24 18:41:35",,
388,1619,1,13,"Pasta","",,,,"y",44,"2022-01-24 18:41:35",,
389,1619,1,4,"Salads","",,,,"y",44,"2022-01-24 18:41:35",,
390,1619,1,5,"Sandwiches","All platters include French fries and coleslaw",,,,"y",44,"2022-01-24 18:41:35",,
391,1619,1,,"Pizza","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-24 18:43:51",,
392,1619,1,,"Build Your Own Pizza","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-25 20:40:38",,
393,1620,1,0,"Pizza","",,,,"y",44,"2022-01-26 17:57:01",,
394,1620,1,0,"Donair and Shawarma","",,,,"y",44,"2022-01-26 17:57:01",,
395,1620,1,1,"Appetizers","",,,,"y",44,"2022-01-26 17:57:01",,
396,1620,1,14,"Platters","",,,,"y",44,"2022-01-26 17:57:01",,
397,1620,1,10,"Poutine","",,,,"y",44,"2022-01-26 17:57:01",,
398,1620,1,2,"Wings","",,,,"y",44,"2022-01-26 17:57:01",,
399,1621,1,0,"Wraps","All wraps served with golden fries and sour cream.",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-27 18:44:26",,
400,1621,1,0,"Pasta Specials","All pastas come with garlic bread.",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-27 18:44:26",,
401,1621,1,0,"Mama Rosa's Italian Specialties","All pastas come with garlic bread.",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-27 18:44:26",,
402,1621,1,7,"Hot Subs","All subs, except meatball and pizza, are served with tomatoes, pickles, lettuce, cheese and our special sauce.",,,,"y",44,"2022-01-27 18:44:26",,
403,1621,1,0,"Donair on Pita","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-27 18:44:26",,
404,1621,1,0,"Burgers","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-27 18:44:26",,
405,1621,1,1,"Appetizers","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-27 18:44:26",,
406,1621,1,4,"Salads","",,,,"y",44,"2022-01-27 18:44:26",,
407,1621,1,2,"Wings","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-27 18:44:26",,
408,1621,1,,"Main Dishes","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-27 19:27:20",,
409,1621,1,,"Pizza","All pizzas include one free dip.",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-28 18:50:21",,
410,1621,1,,"Dessert","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-28 19:02:23",,
411,1621,1,,"2 for 1 Pizza Deal","Customize your pizza and double it.",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-28 19:20:42",,
412,1621,1,,"Pick Up Specials","7 days a week.",,"{\""1\"": \""y\"", \""2\"": \""n\""}",,"y",44,"2022-01-28 19:32:42",,
413,1621,1,,"Mama's Deals","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-28 19:32:52",,
414,1622,1,0,"Famille No3","",,,,"y",44,"2022-01-31 18:11:46",,
415,1622,1,0,"Famille No2","",,,,"y",44,"2022-01-31 18:11:46",,
416,1622,1,0,"Famille No1","",,,,"y",44,"2022-01-31 18:11:46",,
417,1622,1,0,"Pizza Poutine Combo","",,,,"y",44,"2022-01-31 18:11:46",,
418,1622,1,0,"Pizza et Nachos","",,,,"y",44,"2022-01-31 18:11:46",,
419,1622,1,0,"Pizza et Ailes","",,,,"y",44,"2022-01-31 18:11:46",,
420,1622,1,0,"Special Sportif","",,,,"y",44,"2022-01-31 18:11:46",,
421,1622,1,0,"Ailes","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-31 18:11:46",,
422,1622,1,0,"Les Grignotines","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-31 18:11:46",,
423,1622,1,0,"Sous Marins","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-31 18:11:46",,
424,1622,1,0,"Shawarma Poulet Ou Donair","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-31 18:11:46",,
425,1622,1,0,"Hamburger Et Hamburger Steak","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-31 18:11:46",,
426,1622,1,0,"Pate Cuit Au Four","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-31 18:11:46",,
427,1622,1,0,"Salades","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-31 18:11:46",,
428,1622,1,0,"Desserts","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-31 18:11:46",,
429,1622,1,0,"Pizza","Petite et Medium 1 cannette de 591ml inclus, Grande et X-Grande 2 cannetes de 591ml inclus.",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-31 18:11:46",,
430,1623,1,0,"Desserts","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-31 18:17:24",,
431,1623,1,0,"Menu Pour Enfants","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-31 18:17:24",,
432,1623,1,0,"Mets Canadiens","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-31 18:17:24",,
433,1623,1,0,"Poutines","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-31 18:17:24",,
434,1623,1,0,"Mets Italiens","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-31 18:17:24",,
435,1623,1,0,"Sous Marins","Tous nos sous-marins sont servis avec laitue, tomates, cornichons, fromage et sauce maison.",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-01-31 18:17:24",,
436,1623,1,0,"Mega Special","",,,,"y",44,"2022-01-31 18:17:24",,
437,1623,1,0,"Pizzas","",,,,"y",44,"2022-01-31 18:17:24",,
438,1623,1,0,"Pizza Specials","",,,,"y",44,"2022-01-31 18:17:24",,
439,1624,1,0,"Parea Sharing Boards","Served with parea salad, rice, roasted lemon garlic potatoes.",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-07 18:09:27",,
440,1624,1,0,"Parea Salads","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-07 18:09:27",,
441,1624,1,0,"Parea Mains","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-07 18:09:27",,
442,1624,1,0,"Parea Spreads","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-07 18:09:27",,
443,1624,1,0,"Parea Sides","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-07 18:09:27",,
444,1624,1,0,"Greek Street Pitas","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-07 18:09:27",,
445,1624,1,0,"Parea Starters","",,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-07 18:09:27",,
446,1032,1,0,"Chop Suey","",3,,,"y",44,"2022-02-10 17:16:08",,
447,1032,1,0,"Egg Foo Young","",2,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-10 17:16:08",,
448,1032,1,0,"Appetizers","",1,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-10 17:16:08",,
449,1032,1,,"Mixed Vegetables","",4,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-10 17:28:15",,
450,1032,1,,"Chicken Wings","",5,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-10 17:34:01",,
451,1032,1,,"Chicken Balls","",6,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-10 17:34:52",,
452,1032,1,,"Soup","",7,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-10 17:34:56",,
453,1032,1,,"Fried Rice","",8,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-10 17:34:59",,
454,1032,1,,"Chicken Soo Guy","",9,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-10 17:35:07",,
455,1032,1,,"Chicken Specialties","",10,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-10 17:35:14",,
456,1032,1,,"Beef","",11,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-10 17:35:18",,
457,1032,1,,"Pork and Spare Ribs","",12,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-10 17:35:22",,
458,1032,1,,"Extras","",13,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-10 17:35:27",,
459,1032,1,,"Sea Food","",14,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-10 17:35:30",,
460,1032,1,,"Hot and Spicy","",15,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-10 17:35:36",,
461,1032,1,,"Special From Our Chef","",16,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-10 17:35:45",,
462,1032,1,,"Combination Plates","",17,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-10 17:35:49",,
463,1032,1,,"Complete Chinese Dinners","",18,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-10 17:35:57",,
464,1032,1,,"Drinks","",19,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-10 17:36:01",,
465,1531,1,0,"Wine - Domaine D'or","",16,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-10 18:44:46",,
466,1531,1,0,"Wine - Colio","",15,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-10 18:44:46",,
467,1531,1,0,"Wine - Carlo Rossi","",14,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-10 18:44:46",,
468,1531,1,0,"Wine - Brights","",13,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-10 18:44:46",,
469,1531,1,0,"Wine- Beringer","",12,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-10 18:44:46",,
470,1531,1,0,"Wine - Argento","",11,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-10 18:44:46",,
471,1531,1,0,"Whiskey","",10,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-10 18:44:46",,
472,1531,1,0,"Tequila","",8,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-10 18:44:46",,
473,1531,1,0,"Rum","",7,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-10 18:44:46",,
474,1531,1,0,"Liquer","",6,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-10 18:44:46",,
475,1531,1,0,"Gin","",5,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-10 18:44:46",,
476,1531,1,0,"Coolers","",4,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-10 18:44:46",,
477,1531,1,0,"Cognac","",3,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-10 18:44:46",,
478,1531,1,0,"Brandy","",2,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-10 18:44:46",,
479,1531,1,0,"Beer","",1,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-10 18:44:46",,
480,1531,1,,"Vodka","",9,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-11 18:47:10",,
481,1066,1,0,"Drinks","",14,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-13 22:33:28",,
482,1066,1,0,"Special Family Dinners","",13,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-13 22:33:28",,
483,1066,1,0,"Combination Plates","",12,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-13 22:33:28",,
484,1066,1,0,"Tofu (Bean Curd)","",11,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-13 22:33:28",,
485,1066,1,0,"Vegetables","",10,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-13 22:33:28",,
486,1066,1,0,"Seafood","",9,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-13 22:33:28",,
487,1066,1,0,"Egg Foo Young","",8,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-13 22:33:28",,
488,1066,1,0,"Pork","",7,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-13 22:33:28",,
489,1066,1,0,"Beef","",6,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-13 22:33:28",,
490,1066,1,0,"Chicken","",5,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-13 22:33:28",,
491,1066,1,0,"Noodles","",4,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-13 22:33:28",,
492,1066,1,0,"Fried Rice","",3,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-13 22:33:28",,
493,1066,1,0,"Miscellaneous","",2,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-13 22:33:28",,
494,1066,1,0,"Soup","",1,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-13 22:33:28",,
495,1531,1,,"Wine - Dragani","",17,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-14 19:38:55",,
496,1531,1,,"Wine - Folonari","",18,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-14 19:39:12",,
497,1531,1,,"Wine - Fontana Di Papa","",19,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-14 19:39:21",,
498,1531,1,,"Wine - Fuzion","",20,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-14 19:39:25",,
499,1531,1,,"Wine - Inniskillin","",21,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-14 19:39:32",,
500,1531,1,,"Wine - Jackson Triggs","",22,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-14 19:39:40",,
501,1531,1,,"Wine - Jacob's Creek","",23,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-14 19:39:48",,
502,1531,1,,"Wine - Kressmann","",24,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-14 19:39:57",,
503,1531,1,,"Wine - L'Epayrie","",25,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-14 19:40:02",,
504,1531,1,,"Wine - Masi","",26,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-14 19:40:06",,
505,1531,1,,"Wine - Mateus","",27,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-14 19:40:11",,
506,1531,1,,"Wine - Misterio","",28,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-14 19:40:15",,
507,1531,1,,"Wine - Naked Grape","",29,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-14 19:40:24",,
508,1531,1,,"Wine - Peller Estates","",30,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-14 19:40:32",,
